id,article_title,article_language,journal_title,journal_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
592893,prevalence and antibacterial susceptibility of mef(a)-positive macrolide-resistant streptococcus pneumoniae over 4 years (2000 to 2004) of the protekt us study,_nan_,journal of psychiatric research,j psychiatr res,0301-1623,45,2,1/1/07,290-293,"{""s. g. jenkins"",""t. m. file"",""d. j. farrell""}"
595469,carriage of methicillin-resistant staphylococcus aureus by veterinarians in australia,eng,j bone joint surg br,the journal of bone and joint surgery. british volume,0301-620x (print) 0301-620x,89,5,1/1/11,152-9,"{""m. d. barton"",""j. simon"",""j. e. axon"",""s. moss"",""s. g. morris"",""d. j. trott"",""s. fury"",""m. maiwald"",""p. giffard"",""d. jordan"",""p. southwell""}"
600827,nutritional supplementation for hip fracture aftercare in the elderly.,eng,cochrane database syst. rev.,cochrane database syst rev,1469-493x,_nan_,4,1/1/00,cd001880,"{""a avenell"",""h h handoll""}"
603381,withdrawn: zinc for the common cold.,eng,cochrane database syst. rev.,cochrane database syst rev,1469-493x,_nan_,3,1/1/06,cd001364,"{""i marshall""}"
604985,cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,eng,j med toxicol,journal of medical toxicology : official journal of the american college of medical toxicology,1556-9039,2,4,12/1/06,152-5,"{""robert s hoffman"",""brian w cotter"",""barbara m kirrane"",""fermin barrueto"",""lewis s nelson""}"
605277,child social skills training in developmental crime prevention: effects on antisocial behavior and social competence.,eng,psicothema,psicothema,0214-9915,18,3,8/1/06,603-10,"{""andreas beelmann"",""friedrich l̦sel""}"
605423,alcohol-related morbidity and mortality.,eng,alcohol research & health,"american journal of critical care : an official publication, american association of critical-care nurses",1535-7414,27,1,1/1/03,39-51,"{""j�_rgen rehm"",""gerhard gmel"",""maurizio trevisan"",""christopher t sempos""}"
605643,[the effect of shift work on the health of workers: a systematic review].,por,o papel dos profissionais de saude em casos de violencia domestica: um relato de experiencia.,rev bras ter intensiva,0102-6933,29,4,12/1/08,639-46,"{""eunice fabiani hilleshein"",""liana lautert"",""karine kummer gemelli""}"
609245,reinventing the wheel? or the emperor's new clothes.,eng,j altern complement med,"journal of alternative and complementary medicine (new york, n.y.)",1075-5535,9,5,10/1/03,613-5,"{""george vithoulkas"",""menachem oberbaum"",""shepherd singer"",""robbert van haselen""}"
610641,comparison between open and closed suction systems: a systematic review.,engpor,revista brasileira de terapia intensiva,rev bras ter intensiva,1982-4335,20,4,12/1/08,331-338,"{""luiz rog̩rio de carvalho oliveira"",""nilza aparecida almeida de carvalho"",""fl��vio c l cavalcanti ara̼jo"",""izabela menezes pagotto"",""paulo chiavone""}"
612846,[assessment of prognostic factors of thoracic synovial sarcoma].,fre,pathologie non allergique et exposition aux moisissures domestiques.,j am board fam med,1776-2588,27,1,1/1/10,93-7,"{""b h mbatchou ngahane"",""g devouassoux"",""h baudrand"",""b guibert"",""n freymond"",""y pacheco"",""a traverse-glehen""}"
615903,cost-effectiveness of interventions promoting physical activity.,eng,british journal of sports medicine,br j sports med,1473-0480,43,1,1/1/09,70-6,"{""t reinhold"",""f m�_ller-riemenschneider"",""s n willich""}"
616298,does neuraxial anesthesia reduce intraoperative blood loss? a meta-analysis.,eng,journal of clinical anesthesia,j clin anesth,0952-8180,18,6,9/1/06,427-35,"{""david n maine"",""genevieve e courpas"",""james f weller"",""jeffrey m richman"",""andrew j rowlingson"",""christopher l wu""}"
617801,remission rates following antidepressant therapy with bupropion or selective serotonin reuptake inhibitors: a meta-analysis of original data from 7 randomized controlled trials.,eng,j. clin. psychiatry,kekkaku,0160-6689,66,8,8/1/05,974-81,"{""michael e thase"",""younghua wang"",""april e harriett"",""melinda mitton"",""carol b rockett"",""barbara r haight"",""jack g modell"",""nathalie richard"",""susan vanmeter""}"
619668,the psychiatric comorbidity of epilepsy.,eng,acta neurol scand,acta neurologica scandinavica,jan-14,110,4,10/1/04,207-20,"{""a gaitatzis"",""m r trimble"",""j w sander""}"
620483,the value of breast self-examination: meta-analysis of the research literature.,eng,oncology nursing forum,oncol nurs forum,0190-535x,28,5,6/1/01,815-22,"{""y l ku""}"
621415,the link between smoking and impotence: two decades of evidence.,eng,supplement: active living research - niche to norm,preventive medicine,0091-7435,32,6,6/1/01,447-52,"{""n d osgood"",""t o tengs""}"
621640,tracking cognitive decline in alzheimer's disease using the mini-mental state examination: a meta-analysis.,eng,international psychogeriatrics / ipa,int psychogeriatr,1041-6102,12,2,6/1/00,231-47,"{""j mccusker"",""f primeau"",""m cole"",""l han"",""f bellavance""}"
622636,nurturing students' interest in primary care research through summer training in meta-analysis.,eng,academic medicine: journal of the association of american medical colleges,acta derm. venereol.,1040-2446,76,5,5/1/01,526,"{""l n meurer""}"
622979,processed meat consumption and stomach cancer risk: a meta-analysis.,eng,journal of the national cancer institute,j. natl. cancer inst.,1460-2105,98,15,8/2/06,1078-87,"{""nicola orsini"",""susanna c larsson"",""alicja wolk""}"
623358,moderation of cognition-intention and cognition-behaviour relations: a meta-analysis of properties of variables from the theory of planned behaviour.,eng,the british journal of social psychology / the british psychological society,br j soc psychol,0144-6665,43,0,6/1/04,159-86,"{""paschal sheeran"",""richard cooke""}"
623367,diagnosing acute cardiac ischemia in the emergency department: a systematic review of the accuracy and clinical effect of current technologies.,eng,annals of emergency medicine american college of emergency physician's research forum,cardiovasc intervent radiol,0196-0644,37,5,5/1/01,453-60,"{""j p ioannidis"",""j lau"",""c milch"",""d salem"",""p w chew"",""n terrin"",""e m balk""}"
624354,usefulness of us cost-of-illness studies in healthcare decision making.,eng,pharmacoeconomics,pharmacoeconomics,1170-7690,19,2,1/1/01,207-13,"{""d j bruno"",""b s bloom"",""r jayadevappa"",""d y maman""}"
625016,[new aspects in hernia surgery].,ger,urologe a,clin. infect. dis.,0340-2592,44,7,7/1/05,774-9,"{""p e goretzki"",""b j lammers"",""t otto""}"
625306,[mammographic density: a valid risk factor for breast cancer?].,fre,pr̩vention de l'insuffisance r̩nale induite par les produits de contrnste iodes,sleep,0221-0363,89,9,9/1/08,1140-50,"{""g boutet""}"
625663,combined pharmacotherapy and psychological treatment for depression: a systematic review.,eng,archives of general psychiatry,arch.gen.psychiatry,0003-990x,61,7,7/1/04,714-9,"{""paola bollini"",""giuseppe tibaldi"",""bruce kupelnick"",""carmine munizza"",""sandro pampallona""}"
626797,the special status of actions in causal reasoning in rats.,eng,journal of experimental psychology: general,johns hopkins med. j.,0096-3445,137,3,8/1/08,514-27,"{""aaron p blaisdell"",""jared wong"",""kenneth j leising"",""michael r waldmann""}"
627882,is there evidence that barrier membranes prevent bone resorption in autologous bone grafts during the healing period? a systematic review.,eng,international journal of oral & maxillofacial implants,aust j rural health,0882-2786,22,3,5/1/07,390-8,"{""ruud r m bos"",""gerry m raghoebar"",""pepijn f m gielkens"",""boudewijn stegenga""}"
628299,risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,eng,fertility and sterility,fertil. steril.,1556-5653,92,2,8/1/09,667-77,"{""christos a venetis"",""basil c tarlatzis"",""konstantinos a toulis"",""efstratios m kolibianakis"",""dimitrios g goulis"",""ioannis papadimas""}"
629530,efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eng,eur. heart j.,burns,0195-668x,28,17,9/1/07,2077-86,"{""carolyn h mccabe"",""shaun g goodman"",""frans van de werf"",""david a morrow"",""elliott m antman"",""eugene braunwald"",""kenneth w mahaffey"",""marc cohen"",""ian b menown"",""sabina a murphy"",""charles michael gibson""}"
631610,meta-analyses of experimental data in animal nutrition.,eng,animal,blood press monit,1751-7311,2,8,8/1/08,1203-14,"{""n r st-pierre"",""d sauvant"",""p schmidely"",""j j daudin""}"
631704,association between interleukin-10 promoter polymorphisms and endometriosis: a meta-analysis.,eng,gene,gene,1879-0038,515,1,2/15/13,49-55,"{""qiong chen"",""wei fan"",""qianhong ma"",""zhongying huang"",""zhun xiao"",""shangwei li""}"
632040,association between proton pump inhibitor therapy and clostridium difficile infection: a contemporary systematic review and meta-analysis.,eng,plos one,plos one,1932-6203,7,12,1/1/12,e50836,"{""talal ibrahim"",""mohamad al tannir"",""imad m tleyjeh"",""abed allehibi"",""musa a garbati"",""abdur rahman khan"",""muhammad riaz"",""alex j sutton"",""larry m baddour"",""faisal a alasmari"",""mushabab alghamdi"",""aref a bin abdulhak"",""patricia j erwin""}"
633877,stapled haemorrhoidopexy for the treatment of haemorrhoids: a systematic review.,eng,colorectal disease : the official journal of the association of coloproctology of great britain and ireland,colorectal dis,1463-1318,11,3,3/1/09,233-43, discussion 243
635082,efficacy of allogeneic hematopoietic stem cell transplantation depends on cytogenetic risk for acute myeloid leukemia in first disease remission: a metaanalysis.,eng,cancer,cancer,0008-543x,103,8,4/15/05,1652-8,"{""nobuhiko emi"",""masamitsu yanada"",""tomoki naoe"",""keitaro matsuo""}"
636937,"human african trypanosomiasis diagnosis in first-line health services of endemic countries, a systematic review.",eng,plos neglected tropical diseases,int j clin exp pathol,1935-2735,6,11,1/1/12,e1919,"{""victor kande"",""epco hasker"",""veerle lejon"",""jean-jacques muyembe"",""patrick mitashi"",""marleen boelaert"",""pascal lutumba""}"
637323,a comparison of early gastric and post-pyloric feeding in critically ill patients: a meta-analysis.,eng,intensive care medicine,intensive care med,0342-4642,32,5,5/1/06,639-49,"{""kwok m ho"",""geoffrey j dobb"",""steven a r webb""}"
638338,"letter by raposeiras-roubin et al regarding article, ""mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis"".",eng,circulation,circulation,1524-4539,124,18,11/1/11,e483, author's reply e484
638918,imaging for target volume delineation in rectal cancer radiotherapy--a systematic review.,eng,clinical oncology (royal college of radiologists),trans. r. soc. trop. med. hyg.,1433-2981,24,1,2/1/12,52-63,"{""r webster"",""e spezi"",""s mukherjee"",""r adams"",""s gwynne"",""j staffurth"",""b coles""}"
640230,a meta-analysis of labor supply effects of interventions for major depressive disorder.,eng,psychiatric services.,anaesthesia,1075-2730,57,2,2/1/06,212-8,"{""justin w timbie"",""marcela horvitz-lennon"",""sharon-lise t normand"",""richard g frank""}"
641251,non-steroidal anti-inflammatory drugs and myocardial infarctions: comparative systematic review of evidence from observational studies and randomised controlled trials.,eng,ann rheum dis,annals of the rheumatic diseases,mar-67,66,10,10/1/07,1296-304,"{""e h choy"",""d l scott"",""p a scott"",""g h kingsley"",""c m smith""}"
641972,[pelvic floor training for women with urinary incontinence].,dan,forsinket implementering af internationale retningslinjer for computertomografi med iodholdigt kontraststof .,acta radiol,1603-6824,169,7,2/12/07,593-5,"{""s��ren brostr��m"",""gunnar lose""}"
643856,[pravastatin and acetylsalycilic acid fixed-combination: a strategy to improve cardiovascular outcomes].,fre,am. j. cardiovasc. drugs,clin interv aging,1175-3277,7,_nan_,1/1/07,11-sep,"{""charles hennekens""}"
645061,impact of physical abuse on adulthood depressive symptoms among women.,eng,issues ment health nurs,scand. j. rheumatol.,1096-4673,29,3,3/1/08,299-314,"{""hanan al-modallal"",""ann peden"",""debra anderson""}"
646572,[medical and psychosocial care needs of cancer patients: a systematic review comparing urban and rural provisions].,ger,impfstoffe: akzeptanz und sicherheit.,_nan_,1439-4413,135,31,8/1/10,1531-7,"{""r schwarz"",""j ernst"",""m zenger"",""e br�_hler"",""r schmidt""}"
647583,pulmonary rehabilitation programs for patients with copd.,engpor,jornal brasileiro de pneumologia : publicacao oficial da sociedade brasileira de pneumologia e tisilogia,addict.behav.,1806-3756,37,4,7/1/11,544-55,"{""ana maria baptista menezes"",""david alejandro gonz��lez"",""elaine cardozo macedo"",""pedro curi hallal"",""maria de f��tima maia"",""marli knorst"",""samuel carvalho dumith"",""jeovany mart�_nez-mesa"",""ricardo bica noal"",""fernando c̩sar wehrmeister"",""jos̩ roberto jardim""}"
649817,validity of rorschach inkblot scores for discriminating psychopaths from non-psychopaths in forensic populations: a meta-analysis.,eng,psychological assessment,psychol assess,1939-134x,22,2,6/1/10,336-49,"{""scott o lilienfeld"",""keli holloway allen"",""howard n garb"",""jessica l wildermuth"",""m teresa nezworski"",""james m wood""}"
653325,a meta-analysis of two genome-wide association studies identifies 3 new loci for alcohol dependence.,eng,journal of psychiatric research,j psychiatr res,1879-1379,45,11,11/1/11,1419-25,"{""min zeng"",""yue pan"",""qunyuan zhang"",""ke-sheng wang"",""nagesh aragam"",""xuefeng liu""}"
656518,the effectiveness of anti-illicit-drug public-service announcements: a systematic review and meta-analysis.,eng,journal of epidemiology and community health.,int arch occup environ health,1470-2738,65,10,10/1/11,834-40,"{""julio s g montaner"",""kora debeck"",""evan wood"",""thomas kerr"",""edward j mills"",""dan werb""}"
657210,from task characteristics to learning: a systematic review.,eng,scandinavian journal of psychology,scand j psychol,1467-9450,_nan_,_nan_,2/17/10,_nan_,"{""michiel a j kompier"",""etty g a wielenga-meijer"",""dani��l h j wigboldus"",""toon w taris""}"
658707,"working memory, short-term memory, and reading disabilities: a selective meta-analysis of the literature.",eng,journal of learning disabilities,j learn disabil,0022-2194,42,3,5/1/09,260-87,"{""h lee swanson"",""[collective name] xinhua zheng"",""olga jerman""}"
